halide_identifier,halide_SMILES
H7431,C1=CC(=CC(=C1)Cl)N2C(=O)C(NC2=O)CCC(=O)O
H7432,CC1=CC(=C(C=C1SC)Br)OC
H7433,C1C(N1C2=CC=CC=C2Cl)C#N
H7434,COC1=C(C=C(C=C1)SC)Br
H7435,C1CCC2C(O2)(CC1)C3=CC=CC=C3Cl
H7436,CN(CC1=CC=CC=C1Cl)C(=O)CC#N
H7437,CN1C(=O)CNC(=O)C2=C1C=CC(=C2)Cl
H7438,CCN1C(=C(C(=N1)C)Br)C#N
H7439,C1CCC(=CC1)C2=CC=CC=C2Cl
H7440,C1CCC(=NC2=CC=CC=C2Br)CC1
H7441,CCOC(=O)CN(CC1=CC=CC=C1Cl)C=O
H7442,C1C=CCC(C1C2=CC=CC=C2Cl)[N+](=O)[O-]
H7443,C1CCC(C(=O)CC1)C2=CC=CC=C2Cl
H7444,C1=CC(=C(C=C1Cl)NN)C(=O)O
H7445,C1CC(C1)(C2=CC=CC=C2Cl)C(=O)NC=O
H7446,CCC(C1=CC=C(C=C1)Cl)(C(C)C)O
H7447,C1=CC(=C(C=C1[N+](=O)[O-])C(C[N+](=O)[O-])O)Cl
H7448,COC(C1=CC2=C(C=C1Br)OCO2)OC
H7449,CC1(COC(OC1)C2=C(C=CC(=C2)[N+](=O)[O-])Cl)C(=O)O
H7450,CC(C)C(CCC1=CC=C(C=C1)F)(CC(=O)O)O
H7451,CC(C)(C)OC(=O)NC1CCN(CC1)C(C2=CC(=CC=C2)Cl)C(=O)O
H7452,C1=CC=C(C(=C1)C=NNC(=O)C(Cl)(Cl)Cl)Cl
H7453,C1=CC=C(C(=C1)COCCCBr)F
H7454,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)I)C(F)(F)F)C
H7455,CC(=O)N1CCC2=C1C=CC(=C2Cl)CCCl
H7456,C1=CC(=C(C=C1Cl)[N+](=O)[O-])CC#N
H7457,CC(=O)N1CCCC2=C1C=CC(=C2Cl)CCCl
H7458,CC(C#N)C1=C(C=C(C=C1)F)[N+](=O)[O-]
H7459,C1CCC(=O)C2=C(C1)C(=CC=C2)Br
H7460,CCC(CC)OC1=C(C(=NC(=C1)C)Cl)C(=O)O
H7461,CC1=CC(=C(C=C1Cl)C(C)C)OCCCC(C(=O)O)C(=O)O
H7462,CC1=CC(=C(C=C1Cl)C(C)C)OCCCC(C(=O)O)(C(=O)O)Cl
H7463,CC(=O)OC1=C(C=C(C=C1)I)C(=O)O
H7464,CC(C)NC(=O)C=CC1=CC=C(C=C1)Cl
H7465,CC(=C)CN(CC(=C)C)C1=NC(=NC(=N1)Cl)N(CC(=C)C)CC(=C)C
H7466,C1=CC(=C(C=C1Br)C=NO)O
H7467,CC1=C2CCCCC2=CC(=C1OCC(C)(CO)O)Br
H7468,C1=CC(=CC=C1C(SCC(=O)O)SCC(=O)O)Cl
H7469,C1=CC(=CC=C1Br)[Sb](I)I
H7470,CCOP(=S)(OCC)OC1=C(C=C(C=C1)C(C)(C)C)Cl
H7471,C1=CC(=C(C=C1S(=O)(=O)N)S(=O)(=O)N)Cl
H7472,CN(C)CC1=C(C=CC(=C1)Cl)O
H7473,C1=CC=C(C(=C1)C=NNC(=O)N)Cl
H7474,CS(=O)(=O)C1=CC(=C(C=C1)Cl)S(=O)(=O)N
H7475,CNS(=O)(=O)C1=CC(=C(C=C1)Br)S(=O)(=O)NC
H7476,C1CCC(=O)C(C1)CC2=CC3=C(C=C2Br)OCO3
H7477,CN(C)NC(=O)C1=CC(=C(C=C1)Cl)S(=O)(=O)N
H7478,CCCN=C(NS(=O)(=O)C1=CC=C(C=C1)Cl)OCC
H7479,CC1=C2CCC3C(C2=C(C=C1)Cl)CCC4(C3CCC4(C)OC(=O)C)C
H7480,CN(C)NC(=O)C1=CC(=C(C=C1)Cl)S(=O)(=O)N(C)C
H7481,C1=C(C=C(C(=C1C(=O)O)O)[N+](=O)[O-])Br
H7482,C1COCCN1CCC2=C(C3=C(S2(=O)=O)C=C(C=C3)Cl)Cl
H7483,C1=CC(=CC=C1N(CCC(=O)O)CCC(=O)O)Cl
H7484,C1=CC(=CC(=C1)Cl)CCCO
H7485,CC1(COC(=N1)C2=CC=CC=C2F)C
H7486,CCOC(=O)CC(C#N)C1=CC=C(C=C1)Cl
H7487,CCOC(=O)NC1C2=C(C=CC(=C2)Cl)OC(=O)N1CC=C
H7488,C1CNC2=C(C1=O)C(=CC=C2)Cl
H7489,C1=C(SC(=C1)Br)C=C2C(=O)NC(=S)S2
H7490,CCOC(=O)N1CCC2(CC1)N(C(=O)CS2)C3=CC=C(C=C3)Cl
H7491,CC(=O)NC1=C(C=C2CCCC2=C1)Br
H7492,CC1=CC(=C(C(=O)O1)Br)O
H7493,COC1=C(C=C(C=C1)CS)Cl
H7494,C1=C(C=C(N=C1C(=O)N)C(=O)N)Cl
H7495,COC(CSC1=CC=C(C=C1)Br)OC
H7496,CNC(=O)OC1CCN(C1)CCCC(=O)C2=CC=C(C=C2)F
H7497,C1=CC(=CC(=C1)Cl)NC(=O)C=NO
H7498,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Br
H7499,C1CCC(CC1)N2CCC(C2)NC(=O)C3=CC(=CC=C3)Br
H7500,CCS(=O)(=O)C1=CC=C(C=C1)F
H7501,CC(C)N(CCC(CCN1CCCCC1)(C2=CC=CC=C2Cl)C(=O)N)C(C)C
H7502,CCOC(=O)C(=O)NC1=CC(=CC(=C1Cl)NC(=O)C(=O)OCC)C#N
H7503,CCOC(=O)CN1C(=O)CC(C1=O)(C)N(C(=O)C2=CC=C(C=C2)Cl)N3CCCCC3
H7504,CCOC(=O)CN1C(=O)CC(C1=O)(C)N(C(=O)C2=CC=C(C=C2)Cl)N(C)C
H7505,CCOC(=O)C=CC1=CC=CC=C1Cl
H7506,CC1=CC(=C(C=C1S(=O)(=O)N)S(=O)(=O)N)Cl
H7507,CC1CC(=O)CC(=O)C12C(=O)C3=C(C=C(C(=C3O2)Cl)O)OC
H7508,CC1=C(C=C(C=C1S(=O)(=O)N)Br)S(=O)(=O)N
H7509,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=C(N2)CSCC(F)(F)F
H7510,COC1=C(C=C(C=C1)Cl)CCCC(=O)O
H7511,CC1CC(CN(C1)S(=O)(=O)C2=CC(=C(C=C2)Br)C(=O)O)C
H7512,CC1C(=O)N(C2=C(O1)C=CC(=C2)Cl)CC(CO)O
H7513,CCN(CCCl)CC1=CC=CC=C1Br
H7514,CC(=O)OC1=C(C=CC(=C1C(=O)OC)Br)OC
H7515,COC1=C(C(=C(C=C1)Br)C(=O)O)OC
H7516,C1=CC(=CC=C1S(=O)(=O)NNC(=O)C(=O)N)Br
H7517,CCOC(=O)C1=C(N=C(C=C1)C)Cl
H7518,C1=CC(=C(C=C1[N+](=O)[O-])CC(=O)O)Cl
H7519,C1=C2C(=CC(=C1Cl)S(=O)(=O)Cl)S(=O)(=O)NC(=O)N2
H7520,C1=CC(=C(C=C1S(=O)(=O)Cl)S(=O)(=O)Cl)Cl
H7521,COC(=O)CC1=CC(=C(C=C1)O)Cl
H7522,CC1(C2=C(C(=O)C3=C(C=CC(=C31)Cl)O)C(=O)C4(C(C2)C(C(=O)C(=C4O)C(=O)N)N(C)C)O)O
H7523,CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C(=C3OC)[N+](=O)[O-])OC)Cl)OC
H7524,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C#N)N(C)C)O
H7525,C1C(=O)N(C(=S)S1)C2=CC(=CC=C2)Cl
H7526,C1=CC=C(C(=C1)NCCC#N)Cl
H7527,CC(C)OP(=O)(OC(C)C)SC1=CC=C(C=C1)Cl
H7528,COP(=O)(OC)SC1=CC=C(C=C1)Cl
H7529,CCC1=CN=C(C(=N1)Cl)CC
H7530,C1COC(O1)(CBr)C2=CC=C(C=C2)Br
H7531,C1=CC(=C(C=C1Cl)C=NO)O
H7532,CC1=CC(=CC(=C1Cl)C)OC(=O)NC
H7533,C1=CC(=CC=C1C(=O)NC(C(Br)(Br)Br)O)F
H7534,C1CCCN(CC1)NC(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl
H7535,C1=C(SC(=C1)I)[N+](=O)[O-]
H7536,C1=CC(=CC=C1CC(=O)NC(C(Br)(Br)Br)O)F
H7537,CN(C)N=NC1=CC=C(C=C1)Br
H7538,CC1(CCN(CC1)NC(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl)C
H7539,C1=CC(=C(C=C1Cl)C=C[N+](=O)[O-])[N+](=O)[O-]
H7540,CC(=O)N1CCC2=C1C=CC(=C2)I
H7541,CCOC(=O)C1=CC(=NS(=O)(=O)N1)C2=CC=C(C=C2)Cl
H7542,C1CCC(CC1)C(=O)OCC(=O)C2=CC=C(C=C2)Br
H7543,CC(=O)NC1=C(C=C(C=C1)Cl)S(=O)(=O)NC(=O)C
H7544,C1=C(C=C(C(=C1NC(=O)C(=O)O)Cl)NC(=O)C(=O)O)C(F)(F)F
H7545,CCOC(=O)C(=O)NC1=CC(=CC(=C1Cl)NC(=O)C(=O)OCC)C(F)(F)F
H7546,COC1(CCC(CC1)OS(=O)(=O)C)C2=CC=C(C=C2)F
H7547,C1COCCN1C2(CS(=O)(=O)C2)C3=CC=C(C=C3)Cl
H7548,CN(C)C1CCCCC1NC(=O)C2=CC=C(C=C2)Br
H7549,CN(C)C1CCCCC1N(C)C(=O)C2=CC=C(C=C2)Br
H7550,CCOC(=O)C(=O)NC1=CC(=CC(=C1Cl)NC(=O)C(=O)OCC)C
H7551,COC(=O)C=C(C(=O)OC)NC1=C(C(=CC=C1)NC(=CC(=O)OC)C(=O)OC)Cl
H7552,CC1=C(C=CC(=C1)Cl)N=CN(C)SN(C2CCCCC2)S(=O)(=O)C
H7553,CC(C)NS(=O)(=O)C1=CC=C(C=C1)Cl
H7554,C1CCC(CC1)NC2=NC(=NC(=N2)Cl)NC3CCCCC3
H7555,CSC(=CC(=O)C1=CC=C(C=C1)Cl)SC
H7556,CC1=CC(=C(C=C1[N+](=O)[O-])Br)OC
H7557,C1CCN(CC1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C(=O)N
H7558,CCN(CC)CCOC1(CCCCC1)C2=CC=C(C=C2)Cl
H7559,CC(C)N(CCC(CCN1CCCCC1)(C2=CC=CC=C2Cl)C(=O)N)C(C)C
H7560,CC(C)N(CCC(CCN1CCCCCC1)(C2=CC=CC=C2F)C(=O)N)C(C)C
H7561,CC(C)N(CCC(CCN1CCCCC1)(C2=CC=CC=C2Br)C(=O)N)C(C)C
H7562,CN1C(=O)C(=CC2=CC=C(C=C2)Cl)SC1=S
H7563,C1=C(C(=CC(=C1S(=O)(=O)N)F)N)C(=O)O
H7564,COC(=O)CCN(CCC(=O)OC)CC1=CC=C(C=C1)Cl
H7565,CC(=NO)C(=O)C1=CC=C(C=C1)Cl
H7566,CCOC1=CC(=C(C=C1)Cl)N
H7567,C1CC(=NC1)C2=CC=C(C=C2)Br
H7568,C1=CC(=CC=C1NC(=O)C(CC(=O)O)NC(=O)C(F)(F)F)Cl
H7569,COC(=O)CCC(=O)OCC(=O)C1=CC=C(C=C1)Br
H7570,C1=CC(=CC=C1OCCCCCCC(=O)O)Cl
H7571,C1=CC(=CC=C1CCCC(=O)O)Cl
H7572,C1=CC=C(C(=C1)C(=O)CC#N)F
H7573,C1=C(NC=C1Br)C(=O)C(Cl)(Cl)Cl
H7574,COC1=C(C=C(C=N1)Cl)C(=O)OC
H7575,COC(=O)CC1=CC=C(C=C1)Br
H7576,CC(=O)C1=C(C=CC(=C1)Cl)[N+](=O)[O-]
H7577,CC1=C(C=C(C=C1)NS(=O)(=O)C)Cl
H7578,C1=CC(=CC=C1C(=O)C(CC(=O)O)Br)F
H7579,CC(=O)NCC(=O)C1=CC=C(C=C1)Br
H7580,CCOP(=S)(OCC)OC1=CC=CC=C1Cl
H7581,COP(=S)(OC)OC1=CC=CC=C1Cl
H7582,COP(=S)(OC)OC1=CC=C(C=C1)Cl
H7583,CCOP(=S)(OCC)OC1=CC=C(C=C1)Cl
H7584,CC(=O)OC1=C(C=CC(=C1)Br)C(=O)O
H7585,CC1=CC(=C(C=C1Cl)C(C)C)OCCOCCCl
H7586,CCOC(=O)C(C1=CC=CC=C1Cl)Br
H7587,CNS(=O)(=O)C1=CC(=C(C=C1)Cl)S(=O)(=O)N
H7588,C1=C(C(=CC(=C1S(=O)(=O)N)Cl)N)C(=O)OCC#N
H7589,CCNS(=O)(=O)C1=CC(=C(C=C1)Cl)S(=O)(=O)N
H7590,CNS(=O)(=O)C1=C(C=C(C=C1)S(=O)(=O)N)Cl
H7591,C1=CC(=C(C=C1OCC(=O)O)Cl)S(=O)(=O)N
H7592,COC(=O)C(=CC1=CC=C(C=C1)Cl)C(=O)OC
H7593,CN(C)S(=O)(=O)C1=C(C=CC(=C1)C(=O)NN)Cl
H7594,CCN(CC)CCNC(=O)C1=CC=C(C=C1)Cl
H7595,C1=CC(=CC=C1C(=O)C2C(O2)C(Cl)(Cl)Cl)Cl
H7596,C1=CC=C(C(=C1)OCCSC#N)Br
H7597,C1=CC(=CC=C1OCCCSC#N)Br
H7598,C1=CC(=CC=C1OCCCCSC#N)Br
H7599,CC(C)N(CCC(C#N)C1=CC=CC=C1Cl)C(C)C
H7600,C1CCC(=O)C(C1)OC2=CC=CC=C2Br
H7601,CCOC(=O)C1(CCCCC1)OC2=CC=C(C=C2)Cl
H7602,CCOC(=O)CC(=O)NC1=C(C=CC(=C1)Cl)C(=O)OC
H7603,CN1C2=C(C=C(C=C2)Br)S(=O)(=O)NC1=O
H7604,CCOC(=O)CC(=O)C1=C(C=C(C=C1)[N+](=O)[O-])Cl
H7605,CCOC1CCN(C1)CCCC(=O)C2=CC=C(C=C2)F
H7606,CNC(=O)N1CCC(C1)OC2=CC(=CC=C2)Cl
H7607,CCNCCNC(=O)C1=CC(=C(C=C1OC)N)Cl
H7608,CC1=CC(=O)NC1(C2=CC=C(C=C2)Br)O
H7609,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)F
H7610,CCN1CC(OC1=O)COC2=CC=C(C=C2)Br
H7611,CCN1CC(OC1=O)COC2=CC(=C(C=C2)Cl)C
H7612,C1CCC(CC1)N2CCC(C2)NC(=O)C3=CC=CC=C3F
H7613,CC1=C(C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N)N
H7614,CNS(=O)(=O)C1=CC(=C(C=C1N)Cl)S(=O)(=O)N
H7615,CC1=NS(=O)(=O)C2=CC(=C(C=C2N1)OC)Cl
H7616,COC(=O)C1CSC2=C(C1=O)C=C(C=C2)Cl
H7617,C1COC2=C(C13C(=O)NC(=O)N3)C=C(C=C2)Cl
H7618,C1COC2=C(C13C(=O)NC(=O)O3)C=C(C=C2)Cl
H7619,C1=CC(=CC=C1C2(C(=O)NC(=O)N2)CCC(=O)O)Cl
H7620,CCOC(=O)NC1=CC(=C(C=C1)Cl)NC(=O)OCC
H7621,C1CN=C(N1)SCC(=O)NC2=CC(=CC=C2)Cl
H7622,C1=CC(=CC=C1CP(=O)(O)O)I
H7623,C1=CC(=C(C=C1N)C(=O)O)I
H7624,CC1=C(C(=C(C(=N1)Cl)C#N)C(=O)OC)[N+](=O)[O-]
H7625,COC1=C2C(=C(C=C1)Cl)CC(CC2=O)CCC(=O)OC
H7626,COC1=C2C(=C(C=C1)Cl)CC(CC2=O)CCC(=O)O
H7627,COP(=O)(OC)SC1=C(C=C(C=C1)Cl)[N+](=O)[O-]
H7628,C=CCN(CC=C)C(=O)C(C1=CC=CC=C1Cl)Cl
H7629,CC(C)(C)C(=O)NC1=C(C=CC(=C1)[N+](=O)[O-])Cl
H7630,C1CCC(C(C1)S(=O)(=O)C2=CC=C(C=C2)Cl)Cl
H7631,CCOC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl
H7632,C1CCC(=O)N(CC1)C(=O)C2=CC=C(C=C2)Cl
H7633,CCCCNC(=O)C(=O)NC1=CC(=CC=C1)Cl
H7634,CN1C(C2=C(C=CC(=C2)Br)OC1=O)O
H7635,CCCNC(=S)NS(=O)(=O)C1=CC=C(C=C1)Cl
H7636,CCCC1=C(C(=O)NC(=N1)N)I
H7637,CC1=C(C(=NN1C(C)C(=O)N(C)C)C)Br
H7638,CCOC(=O)C(=O)NC1=CC(=C(C=C1)Cl)C#N
H7639,COC1(CCC(CC1)(C2=CC=C(C=C2)F)O)OC
H7640,CN1CCCC1=C2C=NC3=C2C=C(C=C3)Br
H7641,CCOC(=O)C(=CNC1=CC(=CC=C1)F)C(=O)OCC
H7642,C1OC2=CC(=C(C(=C2O1)[N+](=O)[O-])[N+](=O)[O-])Br
H7643,C1=CC(=C(C=C1Br)[N+](=O)[O-])CC(=O)C(=O)O
H7644,CN1CCCCC(C1=O)C2=C(C=CC(=C2)O)Br
H7645,CCC(=O)C1=C(C=C(C=C1)Br)O
H7646,C1=CC(=CC(=C1)Cl)C(CC(=O)O)N
H7647,CCOC(=O)C(=O)NC1=CC(=CC=C1)Cl
H7648,C1=C[N+](=CC(=C1[N+](=O)[O-])Br)[O-]
H7649,CN(C)C(=O)C=CC1=CC=CC=C1Cl
H7650,CC(COC1=CC=CC=C1Cl)O
H7651,CNC(=O)C=CC1=CC=C(C=C1)Cl
H7652,CCNC(=O)C=CC1=CC=C(C=C1)Cl
H7653,CCCNC(=O)C=CC1=CC=C(C=C1)Cl
H7654,C=CCNC(=S)NC1=CC=CC=C1Cl
H7655,C1=CC(=CC=C1OCCSC#N)Cl
H7656,CCN(CC)C(=O)C=CC1=CC=CC=C1Cl
H7657,C1=CC(=CC=C1NNC=O)Br
H7658,CC(=O)NNC1=CC(=CC=C1)Cl
H7659,CC(=CC(=O)NC1=CC=CC=C1Cl)N
H7660,CC(=O)N(C)C1=CC=C(C=C1)Cl
H7661,CN(C)CSC1=CC=C(C=C1)Cl
H7662,CC(C)(C)SC1=CC=C(C=C1)Cl
H7663,CN(C)CCNC(=O)C1=CC(=CC=C1)Cl
H7664,C1CCC(=NO)C(C1)C2=CC=CC=C2Cl
H7665,CN(C)C(=O)SC1=CC=C(C=C1)Cl
H7666,CCOC(=O)C(=C(C)C1=CC=C(C=C1)Cl)C#N
H7667,CC(=C)COC1=CC=CC=C1Cl
H7668,CN(C)NC(=O)C1=CC(=CC=C1)Cl
H7669,CC1=NN(C(=C1)Cl)C2CCCCC2
H7670,CN(CC1=C(C(=CC=C1)OC)Cl)N
H7671,CCOC(=O)C(C1=CC=C(C=C1)Cl)C(=O)N
H7672,CCCN1C(=CC(=N1)CC)Cl
H7673,CN(CC1=CC(=CC=C1)Cl)N
H7674,C=CC(C1=CC=C(C=C1)Cl)O
H7675,CN1CCCC1C2=CN=C(C=C2)Cl
H7676,C1=CC(=NN=C1SCC(=O)N)Cl
H7677,C1=C(SC(=C1)Cl)CC(=O)NN
H7678,C1=CC=C(C(=C1)OCCSC#N)Cl
H7679,C1=CC=C(C(=C1)OCCCSC#N)Cl
H7680,C1=CC=C(C(=C1)OCCCCSC#N)Cl
H7681,C1=CC(=CC=C1SC(=S)Cl)Cl
H7682,CCC(=NO)C1=CC=C(C=C1)Cl
H7683,CC(C)(C1=CC(=CN=C1)Br)O
H7684,CCCC(=O)C1=C(C=C(C=C1)Cl)O
H7685,COC1=CC(=C(C(=C1)OC)Cl)CC#N
H7686,C1=CC(=C(C(=C1C(=O)O)[N+](=O)[O-])O)Cl
H7687,C1=C(C(=CC(=C1O)Cl)[N+](=O)[O-])C(=O)O
H7688,CC1=C(C(=C(C=C1)Cl)O)C(=O)O
H7689,CC1=CC(=C(C(=C1)Cl)O)C(=O)O
H7690,CC1=C(C=CC(=C1[N+](=O)[O-])O)Br
H7691,C1=C(C(=CC(=C1Cl)N)O)C(=O)O
H7692,C1=CC(=CC=C1OS(=O)(=O)N)Cl
H7693,C1=CC(=CC(=C1)Cl)OS(=O)(=O)N
H7694,CNS(=O)(=O)OC1=CC=C(C=C1)Cl
H7695,CN(C)S(=O)(=O)OC1=CC(=CC=C1)Cl
H7696,C1CN(CC1OC2=CC(=CC=C2)Cl)C(=O)N
H7697,C1CN(CC1OC2=CC=C(C=C2)F)C(=O)N
H7698,C1CN(CC1OC2=CC=C(C=C2)Cl)C(=O)N
H7699,C1C(OC(=O)N1)COC2=CC(=CC=C2)Cl
H7700,C1C(OC(=O)N1)COC2=CC=C(C=C2)Cl
H7701,C1C(OC(=O)N1)COC2=CC=CC=C2Cl
H7702,C1=CC=C(C(=C1)NC=O)F
H7703,CNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl
H7704,C1=CC(=CC=C1C=CC(=O)C(=O)O)F
H7705,COC(=NC(=O)NC1=CC=C(C=C1)Cl)N
H7706,CC(C)N=CC1=CC=C(C=C1)Cl
H7707,CC1(C(=C)N(C(=O)O1)C2=CC=C(C=C2)Cl)C
H7708,CCCN1C(=O)CC2=C1C=CC(=C2)Cl
H7709,CCOC(COC1=CC(=CC=C1)Cl)OCC
H7710,CN(C)C=C1CC2=C(C1=O)C=CC(=C2)Cl
H7711,CCNC1=C(C=C(C=N1)Cl)[N+](=O)[O-]
H7712,COC1=C(C=C(C=C1)Cl)C2C(=O)NC(=O)O2
H7713,C1=CC=C(C(=C1)C2C(=O)NC(=O)O2)F
H7714,C1=CC(=CC(=C1)F)C2C(=O)NC(=O)O2
H7715,CCOC1=C(C=C(C=C1)F)C2C(=O)NC(=O)O2
H7716,COC1=C(C(=CC=C1)F)C2C(=O)NC(=O)O2
H7717,C1=CC(=CC(=C1)Cl)C2C(=O)NC(=O)N2
H7718,CC(=NO)C1=CC=C(C=C1)Br
H7719,CC(=O)NC1=CC(=CC(=C1)Cl)NC(=O)C
H7720,C1C2=C(C=C(C=C2)Cl)N(C1=O)O
H7721,C1CCC(=O)C(=CNC2=CC(=CC=C2)Cl)C1
H7722,C1=CC(=CC=C1C(=O)SC#N)Cl
H7723,CC(C)(C#C)OC(=O)NC1=CC(=CC=C1)Cl
H7724,CCCCN1C(=CN=C1CCC)Cl
H7725,C1=CC(=CC(=C1)Br)NC(=O)C=NO
H7726,C1COC(=O)N1N=CC2=CC=C(C=C2)Cl
H7727,CC1=NOC(=O)C1N=NC2=CC=C(C=C2)Cl
H7728,CC1=NOC(=O)C1N=NC2=CC(=CC=C2)Cl
H7729,C1CC(=O)N(C1)CC2=CC=C(C=C2)Cl
H7730,CCOC1=C(C=C(C=C1)Cl)[N+](=O)[O-]
H7731,CCCC=CC1=CC=C(C=C1)Cl
H7732,CC(C)C(=O)OC1=CC=C(C=C1)Cl
H7733,CCOC(=O)CC1=C(C=CC(=C1)Cl)O
H7734,CN(C)C(=O)CC1=CC(=CC=C1)Cl
H7735,COC(=O)C1CC1C2=CC=C(C=C2)Cl
H7736,CCOC(=O)C1=C(C(=NC(=C1N)C)Cl)C#N
H7737,CC1=C(C(=C(C(=N1)Cl)C(=O)O)C(=O)O)O
H7738,CC1=C(C(=C(C(=N1)Cl)C#N)C(=O)OC)N
H7739,C1CN=C(N1)C2=CC=CC=C2Cl
H7740,C1=CC=C(C(=C1)OCC(=O)NO)Cl
H7741,CONC(=O)NC1=CC=C(C=C1)Cl
H7742,CCN(CC)CCSC1=CC=C(C=C1)Cl
H7743,C1=CC(=CC=C1OCC(CCl)O)Cl
H7744,CCOC(=O)OC1=CC=C(C=C1)Cl
H7745,CCN(CC)CCOC1=CC=C(C=C1)Cl
H7746,CCN(C1=CC=C(C=C1)Cl)C(=O)CCl
H7747,COCCCNC(=O)CC1=CC=C(C=C1)Cl
H7748,C1=CC(=C(C=C1Cl)[N+](=O)[O-])SCl
H7749,C=CCNC(=O)C(C1=CC=CC=C1Cl)Cl
H7750,C1=CC=C(C(=C1)OC(=O)CCl)F
H7751,C1=CC(=CC=C1C(=NO)Cl)Br
H7752,C1=COC(=C1C(=O)O)Cl
H7753,COC1=CC(=C(C=C1[N+](=O)[O-])Cl)O
H7754,C1CC2=C(C(=CC(=C2)Cl)N)OC1
H7755,CN(C)C(=O)C=CC1=CC=C(C=C1)Cl
H7756,CC1=C(C(=C(C=C1)C(C)C)OC(=O)NC)Cl
H7757,CN(C)C(=O)C1=CC(=CC=C1)Cl
H7758,CC(C)N(C(C)C)C(=O)C1=CC(=CC=C1)Cl
H7759,CC1=CC(=C(C=C1Cl)C)OC(=O)NC
H7760,CCOC(=O)C(=NNC1=CC=C(C=C1)Cl)C
H7761,CNC(=O)OC1=CC(=CC=C1)Cl
H7762,CC(=O)NC(=O)C1=CC=C(C=C1)Cl
H7763,CNC(=O)OC1=C(C=C(C=C1)Cl)[N+](=O)[O-]
H7764,CNC(=O)OCC1=CC=C(C=C1)Cl
H7765,C1=CC=C(C(=C1)OC(=O)N)Cl
H7766,CC1=C(C=CC(=C1C)Cl)OC(=O)NC
H7767,CCC(=O)NC(=O)C1=CC=C(C=C1)Cl
H7768,C1C(C(CN1C2=CC=C(C=C2)Cl)O)O
H7769,CS(=O)(=O)CC1=CC=C(C=C1)Cl
H7770,CC1=CC(=C(C(=C1C)C(=O)O)C)Cl
H7771,CC1=CC(=C(C(=C1C)C(=O)O)Cl)C
H7772,CC1=CC(=C(C(=C1)F)O)[N+](=O)[O-]
H7773,CC(C)C(=NO)C1=CC=C(C=C1)Cl
H7774,CN1CCNC(=O)C2=C1C=CC(=C2)Cl
H7775,C1CC(CCC1O)(C2=CC=C(C=C2)F)O
H7776,CCOC1=NCCN(C2=C1C=C(C=C2)Cl)C
H7777,CCCSC1=NC(=CC(=N1)Cl)N
H7778,C1=CC=C(C(=C1)C=NNC(=O)CC#N)Cl
H7779,C#CCOC(=O)NC1=CC=C(C=C1)Cl
H7780,C1=CC(=C(C(=C1)Cl)CC(=O)C(=O)O)[N+](=O)[O-]
H7781,C1COC(N1)C2=CC=C(C=C2)Cl
H7782,C1=CC(=CC(=C1)Cl)NC(=O)OCC#CCO
H7783,CC(=O)N=C1C=CC=C(N1O)Br
H7784,CC(=O)OC1=C(C=CC(=C1)Cl)C(=O)O
H7785,CN1C(=O)CC2=C1C=CC(=C2)Cl
H7786,CC1=CC(=C(C=C1[N+](=O)[O-])F)OC
H7787,COC(=O)C(C1=CC=CC=C1Cl)O
H7788,CC(=O)NCC1=CC=C(C=C1)Cl
H7789,C1CCC2(C1)CC(=NO)C3=C2C=CC(=C3)F
H7790,CC(=O)NC1=C(C=CC(=C1)Cl)SC
H7791,CCCN1C=C(C(=O)N(C1=O)C)Br
H7792,CN1C(=C(C(=O)N(C1=O)C)Cl)N
H7793,C1=CC(=CC(=C1)Br)C(=O)NC(=O)N
H7794,C1=CC(=CC=C1C2C(=O)N=C(S2)N)Cl
H7795,COC(=O)C1=C(C=C(C=C1)N)Cl
H7796,CC1=C(C(=O)NC(=O)N1)Br
H7797,C1=CC(=CC(=C1)Cl)C(=O)NN
H7798,CNC(=S)NC1=CC=C(C=C1)Cl
H7799,CC(=O)NC1=C(C=CC(=C1)Cl)C(=O)O
H7800,C1=CC(=C(C=C1C(F)(F)F)S(=O)(=O)N)Cl
H7801,COC(=O)COC1=CC=C(C=C1)Cl
H7802,C1=CC(=CC=C1SCCC(=O)O)Cl
H7803,CCOC(=O)C(C1=CC=C(C=C1)Cl)O
H7804,C1=CC(=C(C=C1Cl)[N+](=O)[O-])S(=O)(=O)N
H7805,C1OC2=C(O1)C=C(C(=C2)N)Cl
H7806,C1=CC=C(C(=C1)NC(=O)N)Cl
H7807,C1=CN=C(C(=N1)C(=O)O)Cl
H7808,COP(=S)(OC)OC1=C(C=C(C=C1)[N+](=O)[O-])Cl
